#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	queryItem2	queryItem
Eif3b	Eif3j1	10090.ENSMUSP00000098076	10090.ENSMUSP00000028668	0	0	0	0	0.136	0.921	0.72	0	0.979	Eif3j1	Eif3b
Eif3b	Eif3j1	10090.ENSMUSP00000098076	10090.ENSMUSP00000028668	0	0	0	0	0.136	0.921	0.72	0	0.979	Eif3j1	Eif3b
Eif3b	Rpl15	10090.ENSMUSP00000098076	10090.ENSMUSP00000079163	0	0	0	0	0.764	0.081	0	0	0.774	Rpl15	Eif3b
Eif3b	Rpl15	10090.ENSMUSP00000098076	10090.ENSMUSP00000079163	0	0	0	0	0.764	0.081	0	0	0.774	Rpl15	Eif3b
Eif3b	Rpl15	10090.ENSMUSP00000098076	10090.ENSMUSP00000079163	0	0	0	0	0.764	0.081	0	0	0.774	Rpl15	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif4b	10090.ENSMUSP00000098076	10090.ENSMUSP00000127774	0	0	0	0	0.766	0.364	0	0	0.845	Eif4b	Eif3b
Eif3b	Eif4b	10090.ENSMUSP00000098076	10090.ENSMUSP00000127774	0	0	0	0	0.766	0.364	0	0	0.845	Eif4b	Eif3b
Eif3b	Eif4b	10090.ENSMUSP00000098076	10090.ENSMUSP00000127774	0	0	0	0	0.766	0.364	0	0	0.845	Eif4b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif4g1	10090.ENSMUSP00000098076	10090.ENSMUSP00000047678	0	0	0	0	0.497	0.957	0	0	0.977	Eif4g1	Eif3b
Eif3b	Eif4g1	10090.ENSMUSP00000098076	10090.ENSMUSP00000047678	0	0	0	0	0.497	0.957	0	0	0.977	Eif4g1	Eif3b
Eif3b	Eif4g1	10090.ENSMUSP00000098076	10090.ENSMUSP00000047678	0	0	0	0	0.497	0.957	0	0	0.977	Eif4g1	Eif3b
Eif3b	Eif3h	10090.ENSMUSP00000098076	10090.ENSMUSP00000022925	0	0	0	0	0.781	0.975	0.9	0	0.999	Eif3h	Eif3b
Eif3b	Eif3h	10090.ENSMUSP00000098076	10090.ENSMUSP00000022925	0	0	0	0	0.781	0.975	0.9	0	0.999	Eif3h	Eif3b
Eif3b	Eif3h	10090.ENSMUSP00000098076	10090.ENSMUSP00000022925	0	0	0	0	0.781	0.975	0.9	0	0.999	Eif3h	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Rps2	10090.ENSMUSP00000098076	10090.ENSMUSP00000092502	0	0	0	0	0.521	0.54	0.6	0	0.904	Rps2	Eif3b
Eif3b	Rps2	10090.ENSMUSP00000098076	10090.ENSMUSP00000092502	0	0	0	0	0.521	0.54	0.6	0	0.904	Rps2	Eif3b
Eif3b	Rps2	10090.ENSMUSP00000098076	10090.ENSMUSP00000092502	0	0	0	0	0.521	0.54	0.6	0	0.904	Rps2	Eif3b
Eif3b	Rpl13	10090.ENSMUSP00000098076	10090.ENSMUSP00000000756	0	0	0	0	0.682	0	0	0	0.682	Rpl13	Eif3b
Eif3b	Rpl13	10090.ENSMUSP00000098076	10090.ENSMUSP00000000756	0	0	0	0	0.682	0	0	0	0.682	Rpl13	Eif3b
Eif3b	Rpl13	10090.ENSMUSP00000098076	10090.ENSMUSP00000000756	0	0	0	0	0.682	0	0	0	0.682	Rpl13	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif5b	10090.ENSMUSP00000098076	10090.ENSMUSP00000027252	0	0	0	0	0.316	0.947	0	0	0.962	Eif5b	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Eif3c	10090.ENSMUSP00000098076	10090.ENSMUSP00000032992	0	0	0	0	0.825	0.973	0.9	0	0.999	Eif3c	Eif3b
Eif3b	Rpl6	10090.ENSMUSP00000098076	10090.ENSMUSP00000031617	0	0	0	0	0.592	0	0	0	0.592	Rpl6	Eif3b
Eif3b	Rpl6	10090.ENSMUSP00000098076	10090.ENSMUSP00000031617	0	0	0	0	0.592	0	0	0	0.592	Rpl6	Eif3b
Eif3b	Rpl6	10090.ENSMUSP00000098076	10090.ENSMUSP00000031617	0	0	0	0	0.592	0	0	0	0.592	Rpl6	Eif3b
Eif3b	Eif4g3	10090.ENSMUSP00000098076	10090.ENSMUSP00000081233	0	0	0	0	0.428	0.42	0	0	0.654	Eif4g3	Eif3b
Eif3b	Eif4g3	10090.ENSMUSP00000098076	10090.ENSMUSP00000081233	0	0	0	0	0.428	0.42	0	0	0.654	Eif4g3	Eif3b
Eif3b	Eif4g3	10090.ENSMUSP00000098076	10090.ENSMUSP00000081233	0	0	0	0	0.428	0.42	0	0	0.654	Eif4g3	Eif3b
Eif3b	Rplp0	10090.ENSMUSP00000098076	10090.ENSMUSP00000083705	0	0	0	0	0.664	0	0	0	0.664	Rplp0	Eif3b
Eif3b	Rplp0	10090.ENSMUSP00000098076	10090.ENSMUSP00000083705	0	0	0	0	0.664	0	0	0	0.664	Rplp0	Eif3b
Eif3b	Rplp0	10090.ENSMUSP00000098076	10090.ENSMUSP00000083705	0	0	0	0	0.664	0	0	0	0.664	Rplp0	Eif3b
Eif3b	Nop56	10090.ENSMUSP00000098076	10090.ENSMUSP00000099487	0	0	0	0	0.85	0.065	0	0	0.854	Nop56	Eif3b
Eif3b	Nop56	10090.ENSMUSP00000098076	10090.ENSMUSP00000099487	0	0	0	0	0.85	0.065	0	0	0.854	Nop56	Eif3b
Eif3b	Nop56	10090.ENSMUSP00000098076	10090.ENSMUSP00000099487	0	0	0	0	0.85	0.065	0	0	0.854	Nop56	Eif3b
Eif3c	Eif3h	10090.ENSMUSP00000032992	10090.ENSMUSP00000022925	0	0	0	0	0.721	0.974	0.9	0	0.999	Eif3h	Eif3c
Eif3c	Eif3h	10090.ENSMUSP00000032992	10090.ENSMUSP00000022925	0	0	0	0	0.721	0.974	0.9	0	0.999	Eif3h	Eif3c
Eif3c	Eif3h	10090.ENSMUSP00000032992	10090.ENSMUSP00000022925	0	0	0	0	0.721	0.974	0.9	0	0.999	Eif3h	Eif3c
Eif3c	Eif3j1	10090.ENSMUSP00000032992	10090.ENSMUSP00000028668	0	0	0	0	0.067	0.919	0.72	0	0.977	Eif3j1	Eif3c
Eif3c	Eif3j1	10090.ENSMUSP00000032992	10090.ENSMUSP00000028668	0	0	0	0	0.067	0.919	0.72	0	0.977	Eif3j1	Eif3c
Eif3c	Eif3j1	10090.ENSMUSP00000032992	10090.ENSMUSP00000028668	0	0	0	0	0.067	0.919	0.72	0	0.977	Eif3j1	Eif3c
Eif3c	Plec	10090.ENSMUSP00000032992	10090.ENSMUSP00000075772	0	0	0	0	0.128	0.605	0	0	0.64	Plec	Eif3c
Eif3c	Plec	10090.ENSMUSP00000032992	10090.ENSMUSP00000075772	0	0	0	0	0.128	0.605	0	0	0.64	Plec	Eif3c
Eif3c	Plec	10090.ENSMUSP00000032992	10090.ENSMUSP00000075772	0	0	0	0	0.128	0.605	0	0	0.64	Plec	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Nop56	10090.ENSMUSP00000032992	10090.ENSMUSP00000099487	0	0	0	0	0.8	0	0	0	0.8	Nop56	Eif3c
Eif3c	Nop56	10090.ENSMUSP00000032992	10090.ENSMUSP00000099487	0	0	0	0	0.8	0	0	0	0.8	Nop56	Eif3c
Eif3c	Nop56	10090.ENSMUSP00000032992	10090.ENSMUSP00000099487	0	0	0	0	0.8	0	0	0	0.8	Nop56	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif4g1	10090.ENSMUSP00000032992	10090.ENSMUSP00000047678	0	0	0	0	0.758	0.551	0	0	0.886	Eif4g1	Eif3c
Eif3c	Eif4g1	10090.ENSMUSP00000032992	10090.ENSMUSP00000047678	0	0	0	0	0.758	0.551	0	0	0.886	Eif4g1	Eif3c
Eif3c	Eif4g1	10090.ENSMUSP00000032992	10090.ENSMUSP00000047678	0	0	0	0	0.758	0.551	0	0	0.886	Eif4g1	Eif3c
Eif3c	Eif4g3	10090.ENSMUSP00000032992	10090.ENSMUSP00000081233	0	0	0	0	0.753	0.331	0	0	0.827	Eif4g3	Eif3c
Eif3c	Eif4g3	10090.ENSMUSP00000032992	10090.ENSMUSP00000081233	0	0	0	0	0.753	0.331	0	0	0.827	Eif4g3	Eif3c
Eif3c	Eif4g3	10090.ENSMUSP00000032992	10090.ENSMUSP00000081233	0	0	0	0	0.753	0.331	0	0	0.827	Eif4g3	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Rps2	10090.ENSMUSP00000032992	10090.ENSMUSP00000092502	0	0	0	0	0.155	0.547	0.6	0	0.833	Rps2	Eif3c
Eif3c	Rps2	10090.ENSMUSP00000032992	10090.ENSMUSP00000092502	0	0	0	0	0.155	0.547	0.6	0	0.833	Rps2	Eif3c
Eif3c	Rps2	10090.ENSMUSP00000032992	10090.ENSMUSP00000092502	0	0	0	0	0.155	0.547	0.6	0	0.833	Rps2	Eif3c
Eif3c	Eif3g	10090.ENSMUSP00000032992	10090.ENSMUSP00000004206	0	0	0	0	0.704	0.974	0.9	0	0.999	Eif3g	Eif3c
Eif3c	Eif3g	10090.ENSMUSP00000032992	10090.ENSMUSP00000004206	0	0	0	0	0.704	0.974	0.9	0	0.999	Eif3g	Eif3c
Eif3c	Eif3g	10090.ENSMUSP00000032992	10090.ENSMUSP00000004206	0	0	0	0	0.704	0.974	0.9	0	0.999	Eif3g	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Larp1	10090.ENSMUSP00000032992	10090.ENSMUSP00000136673	0	0	0	0	0.243	0.355	0	0	0.491	Larp1	Eif3c
Eif3c	Eif4b	10090.ENSMUSP00000032992	10090.ENSMUSP00000127774	0	0	0	0	0.73	0	0	0	0.73	Eif4b	Eif3c
Eif3c	Eif4b	10090.ENSMUSP00000032992	10090.ENSMUSP00000127774	0	0	0	0	0.73	0	0	0	0.73	Eif4b	Eif3c
Eif3c	Eif4b	10090.ENSMUSP00000032992	10090.ENSMUSP00000127774	0	0	0	0	0.73	0	0	0	0.73	Eif4b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Eif5b	10090.ENSMUSP00000032992	10090.ENSMUSP00000027252	0	0	0	0	0.662	0.94	0	0	0.979	Eif5b	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3c	Hsp90ab1	10090.ENSMUSP00000032992	10090.ENSMUSP00000024739	0	0	0	0	0.419	0	0	0	0.419	Hsp90ab1	Eif3c
Eif3g	Rplp0	10090.ENSMUSP00000004206	10090.ENSMUSP00000083705	0	0	0	0	0.738	0	0	0	0.738	Rplp0	Eif3g
Eif3g	Rpl13	10090.ENSMUSP00000004206	10090.ENSMUSP00000000756	0	0	0	0	0.846	0	0	0	0.846	Rpl13	Eif3g
Eif3g	Eif4g1	10090.ENSMUSP00000004206	10090.ENSMUSP00000047678	0	0	0	0	0.085	0.645	0	0	0.661	Eif4g1	Eif3g
Eif3g	Rpl22l1	10090.ENSMUSP00000004206	10090.ENSMUSP00000043111	0	0	0	0	0.485	0	0	0	0.485	Rpl22l1	Eif3g
Eif3g	Rps2	10090.ENSMUSP00000004206	10090.ENSMUSP00000092502	0	0	0	0	0.544	0.537	0.6	0	0.908	Rps2	Eif3g
Eif3g	Eif4g3	10090.ENSMUSP00000004206	10090.ENSMUSP00000081233	0	0	0	0	0.085	0.401	0	0	0.428	Eif4g3	Eif3g
Eif3g	Eif3j1	10090.ENSMUSP00000004206	10090.ENSMUSP00000028668	0	0	0	0	0.17	0.917	0.72	0	0.979	Eif3j1	Eif3g
Eif3g	Rpl6	10090.ENSMUSP00000004206	10090.ENSMUSP00000031617	0	0	0	0	0.586	0	0	0	0.586	Rpl6	Eif3g
Eif3g	Rpl26	10090.ENSMUSP00000004206	10090.ENSMUSP00000073175	0	0	0	0	0.726	0	0	0	0.726	Rpl26	Eif3g
Eif3g	Rplp2	10090.ENSMUSP00000004206	10090.ENSMUSP00000081474	0	0	0	0	0.792	0	0	0	0.792	Rplp2	Eif3g
Eif3g	Rpl15	10090.ENSMUSP00000004206	10090.ENSMUSP00000079163	0	0	0	0	0.758	0	0	0	0.758	Rpl15	Eif3g
Eif3g	Rplp2	10090.ENSMUSP00000004206	10090.ENSMUSP00000081474	0	0	0	0	0.792	0	0	0	0.792	Rplp2	Eif3g
Eif3g	Rplp2	10090.ENSMUSP00000004206	10090.ENSMUSP00000081474	0	0	0	0	0.792	0	0	0	0.792	Rplp2	Eif3g
Eif3g	Eif5b	10090.ENSMUSP00000004206	10090.ENSMUSP00000027252	0	0	0	0	0.161	0.912	0	0	0.923	Eif5b	Eif3g
Eif3g	Eif5b	10090.ENSMUSP00000004206	10090.ENSMUSP00000027252	0	0	0	0	0.161	0.912	0	0	0.923	Eif5b	Eif3g
Eif3g	Rplp1	10090.ENSMUSP00000004206	10090.ENSMUSP00000008036	0	0	0	0	0.408	0	0	0	0.408	Rplp1	Eif3g
Eif3g	Eif4b	10090.ENSMUSP00000004206	10090.ENSMUSP00000127774	0	0	0	0	0.698	0.121	0	0	0.723	Eif4b	Eif3g
Eif3g	Rplp0	10090.ENSMUSP00000004206	10090.ENSMUSP00000083705	0	0	0	0	0.738	0	0	0	0.738	Rplp0	Eif3g
Eif3g	Eif5b	10090.ENSMUSP00000004206	10090.ENSMUSP00000027252	0	0	0	0	0.161	0.912	0	0	0.923	Eif5b	Eif3g
Eif3g	Eif5b	10090.ENSMUSP00000004206	10090.ENSMUSP00000027252	0	0	0	0	0.161	0.912	0	0	0.923	Eif5b	Eif3g
Eif3g	Eif5b	10090.ENSMUSP00000004206	10090.ENSMUSP00000027252	0	0	0	0	0.161	0.912	0	0	0.923	Eif5b	Eif3g
Eif3g	Plec	10090.ENSMUSP00000004206	10090.ENSMUSP00000075772	0	0	0	0	0.478	0.577	0	0	0.769	Plec	Eif3g
Eif3g	Eif3h	10090.ENSMUSP00000004206	10090.ENSMUSP00000022925	0	0	0	0	0.766	0.972	0.9	0	0.999	Eif3h	Eif3g
Eif3h	Rplp2	10090.ENSMUSP00000022925	10090.ENSMUSP00000081474	0	0	0	0	0.504	0	0	0	0.504	Rplp2	Eif3h
Eif3h	Rpl15	10090.ENSMUSP00000022925	10090.ENSMUSP00000079163	0	0	0	0	0.706	0	0	0	0.706	Rpl15	Eif3h
Eif3h	Eif3j1	10090.ENSMUSP00000022925	10090.ENSMUSP00000028668	0	0	0	0	0.136	0.753	0.72	0	0.935	Eif3j1	Eif3h
Eif3h	Rps2	10090.ENSMUSP00000022925	10090.ENSMUSP00000092502	0	0	0	0	0.272	0.463	0.6	0	0.83	Rps2	Eif3h
Eif3h	Eif4g3	10090.ENSMUSP00000022925	10090.ENSMUSP00000081233	0	0	0	0	0.192	0.448	0	0	0.534	Eif4g3	Eif3h
Eif3h	Rplp0	10090.ENSMUSP00000022925	10090.ENSMUSP00000083705	0	0	0	0	0.504	0.281	0	0	0.628	Rplp0	Eif3h
Eif3h	Plec	10090.ENSMUSP00000022925	10090.ENSMUSP00000075772	0	0	0	0	0.188	0.396	0	0	0.488	Plec	Eif3h
Eif3h	Rplp2	10090.ENSMUSP00000022925	10090.ENSMUSP00000081474	0	0	0	0	0.504	0	0	0	0.504	Rplp2	Eif3h
Eif3h	Rplp0	10090.ENSMUSP00000022925	10090.ENSMUSP00000083705	0	0	0	0	0.504	0.281	0	0	0.628	Rplp0	Eif3h
Eif3h	Rpl26	10090.ENSMUSP00000022925	10090.ENSMUSP00000073175	0	0	0	0	0.712	0	0	0	0.712	Rpl26	Eif3h
Eif3h	Rplp2	10090.ENSMUSP00000022925	10090.ENSMUSP00000081474	0	0	0	0	0.504	0	0	0	0.504	Rplp2	Eif3h
Eif3h	Eif4b	10090.ENSMUSP00000022925	10090.ENSMUSP00000127774	0	0	0	0	0.467	0.057	0	0	0.476	Eif4b	Eif3h
Eif3h	Rpl13	10090.ENSMUSP00000022925	10090.ENSMUSP00000000756	0	0	0	0	0.626	0	0	0	0.626	Rpl13	Eif3h
Eif3h	Rpl6	10090.ENSMUSP00000022925	10090.ENSMUSP00000031617	0	0	0	0	0.728	0	0.54	0	0.869	Rpl6	Eif3h
Eif3h	Eif4g1	10090.ENSMUSP00000022925	10090.ENSMUSP00000047678	0	0	0	0	0.192	0.729	0	0	0.771	Eif4g1	Eif3h
Eif3h	Rpl22l1	10090.ENSMUSP00000022925	10090.ENSMUSP00000043111	0	0	0	0	0.418	0	0	0	0.418	Rpl22l1	Eif3h
Eif3j1	Eif4g1	10090.ENSMUSP00000028668	10090.ENSMUSP00000047678	0	0	0	0	0.068	0.76	0	0	0.767	Eif4g1	Eif3j1
Eif3j1	Plec	10090.ENSMUSP00000028668	10090.ENSMUSP00000075772	0	0	0	0	0	0.462	0	0	0.461	Plec	Eif3j1
Eif3j1	Rps2	10090.ENSMUSP00000028668	10090.ENSMUSP00000092502	0	0	0	0	0.118	0.444	0.6	0	0.786	Rps2	Eif3j1
Eif3j1	Eif4b	10090.ENSMUSP00000028668	10090.ENSMUSP00000127774	0	0	0	0	0.1	0.664	0	0	0.684	Eif4b	Eif3j1
Eif4b	Nop56	10090.ENSMUSP00000127774	10090.ENSMUSP00000099487	0	0	0	0	0.79	0.136	0	0	0.81	Nop56	Eif4b
Eif4b	Eif4g3	10090.ENSMUSP00000127774	10090.ENSMUSP00000081233	0	0	0	0	0.647	0.511	0.496	0	0.905	Eif4g3	Eif4b
Eif4b	Tnks1bp1	10090.ENSMUSP00000127774	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Eif4b
Eif4b	Srsf6	10090.ENSMUSP00000127774	10090.ENSMUSP00000119065	0	0	0	0	0.23	0.268	0	0	0.412	Srsf6	Eif4b
Eif4b	Rpl15	10090.ENSMUSP00000127774	10090.ENSMUSP00000079163	0	0	0	0	0.494	0.066	0	0	0.508	Rpl15	Eif4b
Eif4b	Eif4g1	10090.ENSMUSP00000127774	10090.ENSMUSP00000047678	0	0	0	0	0.657	0.656	0.922	0	0.99	Eif4g1	Eif4b
Eif4b	Tnks1bp1	10090.ENSMUSP00000127774	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Eif4b
Eif4b	Pabpc1	10090.ENSMUSP00000127774	10090.ENSMUSP00000001809	0	0	0	0	0.52	0.164	0.8	0	0.912	Pabpc1	Eif4b
Eif4b	Pcbp1	10090.ENSMUSP00000127774	10090.ENSMUSP00000054863	0	0	0	0	0.426	0.198	0	0	0.519	Pcbp1	Eif4b
Eif4b	Srsf6	10090.ENSMUSP00000127774	10090.ENSMUSP00000119065	0	0	0	0	0.23	0.268	0	0	0.412	Srsf6	Eif4b
Eif4b	Srsf4	10090.ENSMUSP00000127774	10090.ENSMUSP00000061474	0	0	0	0	0.226	0.268	0	0	0.409	Srsf4	Eif4b
Eif4b	Tnks1bp1	10090.ENSMUSP00000127774	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Eif4b
Eif4b	Rpl13	10090.ENSMUSP00000127774	10090.ENSMUSP00000000756	0	0	0	0	0.484	0.052	0	0	0.49	Rpl13	Eif4b
Eif4ebp1	Eif4g1	10090.ENSMUSP00000033880	10090.ENSMUSP00000047678	0	0	0	0	0.061	0	0.65	0	0.657	Eif4g1	Eif4ebp1
Eif4ebp1	Eif4g1	10090.ENSMUSP00000033880	10090.ENSMUSP00000047678	0	0	0	0	0.061	0	0.65	0	0.657	Eif4g1	Eif4ebp1
