#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	queryItem2	queryItem
Hnrnpu	Rpl6	10090.ENSMUSP00000047571	10090.ENSMUSP00000031617	0	0	0	0	0.099	0.402	0	0	0.438	Rpl6	Hnrnpu
Hnrnpu	Snw1	10090.ENSMUSP00000047571	10090.ENSMUSP00000021428	0	0	0	0	0.073	0.638	0	0	0.65	Snw1	Hnrnpu
Hnrnpu	Ncl	10090.ENSMUSP00000047571	10090.ENSMUSP00000027438	0	0	0	0	0.489	0.575	0	0	0.773	Ncl	Hnrnpu
Hnrnpu	Ncl	10090.ENSMUSP00000047571	10090.ENSMUSP00000027438	0	0	0	0	0.489	0.575	0	0	0.773	Ncl	Hnrnpu
Hnrnpu	Ncl	10090.ENSMUSP00000047571	10090.ENSMUSP00000027438	0	0	0	0	0.489	0.575	0	0	0.773	Ncl	Hnrnpu
Hnrnpu	Rbmxl1	10090.ENSMUSP00000047571	10090.ENSMUSP00000048153	0	0	0	0	0.225	0.065	0.6	0	0.684	Rbmxl1	Hnrnpu
Hnrnpu	Ptges3	10090.ENSMUSP00000047571	10090.ENSMUSP00000050292	0	0	0	0	0.203	0	0.72	0	0.767	Ptges3	Hnrnpu
Hnrnpu	Ptges3	10090.ENSMUSP00000047571	10090.ENSMUSP00000050292	0	0	0	0	0.203	0	0.72	0	0.767	Ptges3	Hnrnpu
Hnrnpu	Pcbp1	10090.ENSMUSP00000047571	10090.ENSMUSP00000054863	0	0	0	0	0.136	0.27	0.8	0	0.862	Pcbp1	Hnrnpu
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Hsp90ab1	10090.ENSMUSP00000091921	10090.ENSMUSP00000024739	0	0	0	0.984	0.579	0.834	0.8	0	0.984	Hsp90ab1	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Ptges3	10090.ENSMUSP00000091921	10090.ENSMUSP00000050292	0	0	0	0	0.634	0.908	0.864	0	0.995	Ptges3	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Rpl6	10090.ENSMUSP00000091921	10090.ENSMUSP00000031617	0	0	0	0	0.171	0.412	0	0	0.492	Rpl6	Hsp90aa1
Hsp90aa1	Rpl6	10090.ENSMUSP00000091921	10090.ENSMUSP00000031617	0	0	0	0	0.171	0.412	0	0	0.492	Rpl6	Hsp90aa1
Hsp90aa1	Rpl6	10090.ENSMUSP00000091921	10090.ENSMUSP00000031617	0	0	0	0	0.171	0.412	0	0	0.492	Rpl6	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Ncl	10090.ENSMUSP00000091921	10090.ENSMUSP00000027438	0	0	0	0	0.223	0.081	0.676	0	0.748	Ncl	Hsp90aa1
Hsp90aa1	Srsf1	10090.ENSMUSP00000091921	10090.ENSMUSP00000120595	0	0	0	0	0.147	0.42	0	0	0.484	Srsf1	Hsp90aa1
Hsp90aa1	Srsf1	10090.ENSMUSP00000091921	10090.ENSMUSP00000120595	0	0	0	0	0.147	0.42	0	0	0.484	Srsf1	Hsp90aa1
Hsp90aa1	Srsf1	10090.ENSMUSP00000091921	10090.ENSMUSP00000120595	0	0	0	0	0.147	0.42	0	0	0.484	Srsf1	Hsp90aa1
Hsp90ab1	Pabpc1	10090.ENSMUSP00000024739	10090.ENSMUSP00000001809	0	0	0	0	0.135	0.086	0.336	0	0.429	Pabpc1	Hsp90ab1
Hsp90ab1	Pabpc1	10090.ENSMUSP00000024739	10090.ENSMUSP00000001809	0	0	0	0	0.135	0.086	0.336	0	0.429	Pabpc1	Hsp90ab1
Hsp90ab1	Myh9	10090.ENSMUSP00000024739	10090.ENSMUSP00000016771	0	0	0	0	0.061	0.484	0.36	0	0.662	Myh9	Hsp90ab1
Hsp90ab1	Myh9	10090.ENSMUSP00000024739	10090.ENSMUSP00000016771	0	0	0	0	0.061	0.484	0.36	0	0.662	Myh9	Hsp90ab1
Hsp90ab1	Myh9	10090.ENSMUSP00000024739	10090.ENSMUSP00000016771	0	0	0	0	0.061	0.484	0.36	0	0.662	Myh9	Hsp90ab1
Hsp90ab1	Myh9	10090.ENSMUSP00000024739	10090.ENSMUSP00000016771	0	0	0	0	0.061	0.484	0.36	0	0.662	Myh9	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hsp90ab1	Srsf1	10090.ENSMUSP00000024739	10090.ENSMUSP00000120595	0	0	0	0	0.102	0.42	0	0	0.456	Srsf1	Hsp90ab1
Hsp90ab1	Srsf1	10090.ENSMUSP00000024739	10090.ENSMUSP00000120595	0	0	0	0	0.102	0.42	0	0	0.456	Srsf1	Hsp90ab1
Hsp90ab1	Ptges3	10090.ENSMUSP00000024739	10090.ENSMUSP00000050292	0	0	0	0	0.527	0.92	0.905	0	0.996	Ptges3	Hsp90ab1
Hsp90ab1	Ptges3	10090.ENSMUSP00000024739	10090.ENSMUSP00000050292	0	0	0	0	0.527	0.92	0.905	0	0.996	Ptges3	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hsp90ab1	Rpl6	10090.ENSMUSP00000024739	10090.ENSMUSP00000031617	0	0	0	0	0.21	0.408	0	0	0.513	Rpl6	Hsp90ab1
Hsp90ab1	Rpl6	10090.ENSMUSP00000024739	10090.ENSMUSP00000031617	0	0	0	0	0.21	0.408	0	0	0.513	Rpl6	Hsp90ab1
Hsp90ab1	Ptges3	10090.ENSMUSP00000024739	10090.ENSMUSP00000050292	0	0	0	0	0.527	0.92	0.905	0	0.996	Ptges3	Hsp90ab1
Hsp90ab1	Ptges3	10090.ENSMUSP00000024739	10090.ENSMUSP00000050292	0	0	0	0	0.527	0.92	0.905	0	0.996	Ptges3	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hsp90ab1	Ncl	10090.ENSMUSP00000024739	10090.ENSMUSP00000027438	0	0	0	0	0.192	0.081	0.547	0	0.634	Ncl	Hsp90ab1
Hspb1	Prkcd	10090.ENSMUSP00000005077	10090.ENSMUSP00000107830	0	0	0	0	0	0.439	0	0	0.439	Prkcd	Hspb1
Hspb1	Prkcd	10090.ENSMUSP00000005077	10090.ENSMUSP00000107830	0	0	0	0	0	0.439	0	0	0.439	Prkcd	Hspb1
Hspb1	Pabpc1	10090.ENSMUSP00000005077	10090.ENSMUSP00000001809	0	0	0	0	0	0	0.8	0	0.8	Pabpc1	Hspb1
Itgb4	Pdlim5	10090.ENSMUSP00000102068	10090.ENSMUSP00000029941	0	0	0	0	0	0.164	0.313	0	0.401	Pdlim5	Itgb4
Itgb4	Synpo2	10090.ENSMUSP00000102068	10090.ENSMUSP00000102034	0	0	0	0	0.065	0.164	0.313	0	0.416	Synpo2	Itgb4
Itgb4	Pdlim1	10090.ENSMUSP00000102068	10090.ENSMUSP00000064545	0	0	0	0	0	0.164	0.313	0	0.401	Pdlim1	Itgb4
Itgb4	Plec	10090.ENSMUSP00000102068	10090.ENSMUSP00000075772	0	0	0	0	0.065	0.948	0.652	0	0.981	Plec	Itgb4
Itgb4	Parva	10090.ENSMUSP00000102068	10090.ENSMUSP00000033030	0	0	0	0	0.062	0.131	0.6	0	0.645	Parva	Itgb4
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0.115	0.453	0	0	0.496	Pabpc1	Larp1
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0.115	0.453	0	0	0.496	Pabpc1	Larp1
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0.115	0.453	0	0	0.496	Pabpc1	Larp1
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0.115	0.453	0	0	0.496	Pabpc1	Larp1
Larp1	Pabpc1	10090.ENSMUSP00000136673	10090.ENSMUSP00000001809	0	0	0	0	0.115	0.453	0	0	0.496	Pabpc1	Larp1
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0.063	0.143	0.36	0	0.441	Rpl6	Larp1
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0.063	0.143	0.36	0	0.441	Rpl6	Larp1
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0.063	0.143	0.36	0	0.441	Rpl6	Larp1
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0.063	0.143	0.36	0	0.441	Rpl6	Larp1
Larp1	Rpl6	10090.ENSMUSP00000136673	10090.ENSMUSP00000031617	0	0	0	0	0.063	0.143	0.36	0	0.441	Rpl6	Larp1
Lbr	Mecp2	10090.ENSMUSP00000005003	10090.ENSMUSP00000033770	0	0	0	0	0	0.13	0.8	0	0.818	Mecp2	Lbr
Marcks	Prkcd	10090.ENSMUSP00000090245	10090.ENSMUSP00000107830	0	0	0	0	0	0.133	0.8	0	0.819	Prkcd	Marcks
Marcks	Prkcd	10090.ENSMUSP00000090245	10090.ENSMUSP00000107830	0	0	0	0	0	0.133	0.8	0	0.819	Prkcd	Marcks
Marcks	Prkcd	10090.ENSMUSP00000090245	10090.ENSMUSP00000107830	0	0	0	0	0	0.133	0.8	0	0.819	Prkcd	Marcks
Marcks	Prkcd	10090.ENSMUSP00000090245	10090.ENSMUSP00000107830	0	0	0	0	0	0.133	0.8	0	0.819	Prkcd	Marcks
Matr3	U2af2	10090.ENSMUSP00000125761	10090.ENSMUSP00000005041	0	0	0	0	0.694	0.055	0	0	0.698	U2af2	Matr3
Matr3	Srsf7	10090.ENSMUSP00000125761	10090.ENSMUSP00000070983	0	0	0	0	0.727	0.147	0	0	0.758	Srsf7	Matr3
Matr3	Srsf7	10090.ENSMUSP00000125761	10090.ENSMUSP00000070983	0	0	0	0	0.727	0.147	0	0	0.758	Srsf7	Matr3
Matr3	Pcbp1	10090.ENSMUSP00000125761	10090.ENSMUSP00000054863	0	0	0	0	0.562	0.072	0	0	0.576	Pcbp1	Matr3
Matr3	Rbm14	10090.ENSMUSP00000125761	10090.ENSMUSP00000006625	0	0	0	0	0.753	0.164	0	0	0.784	Rbm14	Matr3
Matr3	Srsf1	10090.ENSMUSP00000125761	10090.ENSMUSP00000120595	0	0	0	0	0.81	0.147	0	0	0.831	Srsf1	Matr3
Matr3	U2af2	10090.ENSMUSP00000125761	10090.ENSMUSP00000005041	0	0	0	0	0.694	0.055	0	0	0.698	U2af2	Matr3
Mecp2	Mta2	10090.ENSMUSP00000033770	10090.ENSMUSP00000093959	0	0	0	0	0	0.266	0.338	0	0.493	Mta2	Mecp2
Mecp2	Wdr33	10090.ENSMUSP00000033770	10090.ENSMUSP00000025264	0	0	0	0	0.062	0.13	0.367	0	0.438	Wdr33	Mecp2
Mta2	Wdr33	10090.ENSMUSP00000093959	10090.ENSMUSP00000025264	0	0	0	0	0.062	0.067	0.407	0	0.435	Wdr33	Mta2
Mybbp1a	Nop56	10090.ENSMUSP00000044827	10090.ENSMUSP00000099487	0	0	0	0	0.929	0.057	0	0	0.93	Nop56	Mybbp1a
Mybbp1a	Xrn2	10090.ENSMUSP00000044827	10090.ENSMUSP00000028921	0	0	0	0	0.066	0.642	0	0	0.651	Xrn2	Mybbp1a
Mybbp1a	Nolc1	10090.ENSMUSP00000044827	10090.ENSMUSP00000128331	0	0	0	0	0.556	0	0	0	0.556	Nolc1	Mybbp1a
Mybbp1a	Xrn2	10090.ENSMUSP00000044827	10090.ENSMUSP00000028921	0	0	0	0	0.066	0.642	0	0	0.651	Xrn2	Mybbp1a
Myh11	Myh9	10090.ENSMUSP00000087756	10090.ENSMUSP00000016771	0	0	0	0.979	0	0	0.9	0	0.9	Myh9	Myh11
Myh11	Mylk	10090.ENSMUSP00000087756	10090.ENSMUSP00000023538	0	0	0	0	0.307	0.207	0.65	0	0.79	Mylk	Myh11
Myh11	Myh9	10090.ENSMUSP00000087756	10090.ENSMUSP00000016771	0	0	0	0.979	0	0	0.9	0	0.9	Myh9	Myh11
Ncl	Rps2	10090.ENSMUSP00000027438	10090.ENSMUSP00000092502	0	0	0	0	0.179	0.08	0.9	0	0.917	Rps2	Ncl
Ncl	Rps2	10090.ENSMUSP00000027438	10090.ENSMUSP00000092502	0	0	0	0	0.179	0.08	0.9	0	0.917	Rps2	Ncl
Ncl	Rps2	10090.ENSMUSP00000027438	10090.ENSMUSP00000092502	0	0	0	0	0.179	0.08	0.9	0	0.917	Rps2	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Srsf2	10090.ENSMUSP00000027438	10090.ENSMUSP00000090059	0	0	0	0	0.182	0.301	0	0	0.404	Srsf2	Ncl
Ncl	Srsf2	10090.ENSMUSP00000027438	10090.ENSMUSP00000090059	0	0	0	0	0.182	0.301	0	0	0.404	Srsf2	Ncl
Ncl	Srsf2	10090.ENSMUSP00000027438	10090.ENSMUSP00000090059	0	0	0	0	0.182	0.301	0	0	0.404	Srsf2	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Ptges3	10090.ENSMUSP00000027438	10090.ENSMUSP00000050292	0	0	0	0	0.327	0	0.676	0	0.772	Ptges3	Ncl
Ncl	Pcbp1	10090.ENSMUSP00000027438	10090.ENSMUSP00000054863	0	0	0	0	0.117	0.687	0	0	0.712	Pcbp1	Ncl
Ncl	Pcbp1	10090.ENSMUSP00000027438	10090.ENSMUSP00000054863	0	0	0	0	0.117	0.687	0	0	0.712	Pcbp1	Ncl
Ncl	Pcbp1	10090.ENSMUSP00000027438	10090.ENSMUSP00000054863	0	0	0	0	0.117	0.687	0	0	0.712	Pcbp1	Ncl
Ncl	Nop56	10090.ENSMUSP00000027438	10090.ENSMUSP00000099487	0	0	0	0	0.427	0.138	0.9	0	0.946	Nop56	Ncl
Ncl	Nop56	10090.ENSMUSP00000027438	10090.ENSMUSP00000099487	0	0	0	0	0.427	0.138	0.9	0	0.946	Nop56	Ncl
Ncl	Nop56	10090.ENSMUSP00000027438	10090.ENSMUSP00000099487	0	0	0	0	0.427	0.138	0.9	0	0.946	Nop56	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Rplp0	10090.ENSMUSP00000027438	10090.ENSMUSP00000083705	0	0	0	0	0.233	0.27	0	0	0.417	Rplp0	Ncl
Ncl	Srsf1	10090.ENSMUSP00000027438	10090.ENSMUSP00000120595	0	0	0	0	0.438	0.071	0	0	0.456	Srsf1	Ncl
Ncl	Srsf1	10090.ENSMUSP00000027438	10090.ENSMUSP00000120595	0	0	0	0	0.438	0.071	0	0	0.456	Srsf1	Ncl
Ncl	Srsf1	10090.ENSMUSP00000027438	10090.ENSMUSP00000120595	0	0	0	0	0.438	0.071	0	0	0.456	Srsf1	Ncl
Ncl	Pabpc1	10090.ENSMUSP00000027438	10090.ENSMUSP00000001809	0	0	0	0.586	0.164	0.558	0	0	0.615	Pabpc1	Ncl
Ncl	Pabpc1	10090.ENSMUSP00000027438	10090.ENSMUSP00000001809	0	0	0	0.586	0.164	0.558	0	0	0.615	Pabpc1	Ncl
Ncl	Pabpc1	10090.ENSMUSP00000027438	10090.ENSMUSP00000001809	0	0	0	0.586	0.164	0.558	0	0	0.615	Pabpc1	Ncl
Ndrg1	Parva	10090.ENSMUSP00000005256	10090.ENSMUSP00000033030	0	0	0	0	0	0.693	0	0	0.693	Parva	Ndrg1
Nedd4	Strap	10090.ENSMUSP00000034740	10090.ENSMUSP00000068267	0	0	0	0	0.061	0.066	0.515	0	0.537	Strap	Nedd4
Nedd4	Strap	10090.ENSMUSP00000034740	10090.ENSMUSP00000068267	0	0	0	0	0.061	0.066	0.515	0	0.537	Strap	Nedd4
Nedd4	Strap	10090.ENSMUSP00000034740	10090.ENSMUSP00000068267	0	0	0	0	0.061	0.066	0.515	0	0.537	Strap	Nedd4
Nolc1	Nop56	10090.ENSMUSP00000128331	10090.ENSMUSP00000099487	0	0	0	0	0.876	0.763	0.36	0	0.979	Nop56	Nolc1
Nolc1	Synpo2	10090.ENSMUSP00000128331	10090.ENSMUSP00000102034	0	0	0	0	0	0	0.47	0	0.47	Synpo2	Nolc1
Nolc1	Pdlim5	10090.ENSMUSP00000128331	10090.ENSMUSP00000029941	0	0	0	0	0.069	0	0.47	0	0.485	Pdlim5	Nolc1
Nolc1	Pdlim1	10090.ENSMUSP00000128331	10090.ENSMUSP00000064545	0	0	0	0	0	0	0.47	0	0.47	Pdlim1	Nolc1
Nop56	Ssrp1	10090.ENSMUSP00000099487	10090.ENSMUSP00000076971	0	0	0	0	0.494	0	0	0	0.494	Ssrp1	Nop56
Nop56	Rps2	10090.ENSMUSP00000099487	10090.ENSMUSP00000092502	0.062	0	0	0	0.228	0.164	0.6	0	0.725	Rps2	Nop56
Nop56	Rpl15	10090.ENSMUSP00000099487	10090.ENSMUSP00000079163	0	0	0	0	0.554	0.21	0	0	0.632	Rpl15	Nop56
Nop56	Rpl6	10090.ENSMUSP00000099487	10090.ENSMUSP00000031617	0	0	0	0	0.449	0.132	0	0	0.501	Rpl6	Nop56
Nop56	Xrn2	10090.ENSMUSP00000099487	10090.ENSMUSP00000028921	0	0	0	0	0.135	0.09	0.9	0	0.914	Xrn2	Nop56
Nop56	Xrn2	10090.ENSMUSP00000099487	10090.ENSMUSP00000028921	0	0	0	0	0.135	0.09	0.9	0	0.914	Xrn2	Nop56
Nop56	Rpl13	10090.ENSMUSP00000099487	10090.ENSMUSP00000000756	0	0	0	0	0.503	0	0	0	0.503	Rpl13	Nop56
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Wdr33	10090.ENSMUSP00000066492	10090.ENSMUSP00000025264	0	0	0	0	0.056	0	0.9	0	0.901	Wdr33	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Tpr	10090.ENSMUSP00000066492	10090.ENSMUSP00000117616	0	0	0	0	0.141	0.227	0.8	0	0.855	Tpr	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Nup214	Srrm1	10090.ENSMUSP00000066492	10090.ENSMUSP00000125003	0	0	0	0	0.119	0	0.6	0	0.632	Srrm1	Nup214
Pabpc1	Tnks1bp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Pabpc1
Pabpc1	Raly	10090.ENSMUSP00000001809	10090.ENSMUSP00000058105	0	0	0	0	0.086	0.492	0	0	0.516	Raly	Pabpc1
Pabpc1	Pcbp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000054863	0	0	0	0	0.104	0.41	0	0	0.449	Pcbp1	Pabpc1
Pabpc1	Pabpn1	10090.ENSMUSP00000001809	10090.ENSMUSP00000022808	0	0	0	0	0.065	0.672	0	0	0.68	Pabpn1	Pabpc1
Pabpc1	Tnks1bp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Pabpc1
Pabpc1	Tnks1bp1	10090.ENSMUSP00000001809	10090.ENSMUSP00000107232	0	0	0	0	0	0	0.9	0	0.9	Tnks1bp1	Pabpc1
Pabpc1	Rplp0	10090.ENSMUSP00000001809	10090.ENSMUSP00000083705	0	0	0	0	0.303	0.265	0	0	0.466	Rplp0	Pabpc1
Pabpc1	Rpl6	10090.ENSMUSP00000001809	10090.ENSMUSP00000031617	0	0	0	0	0.249	0.302	0	0	0.454	Rpl6	Pabpc1
Pabpc1	Rplp0	10090.ENSMUSP00000001809	10090.ENSMUSP00000083705	0	0	0	0	0.303	0.265	0	0	0.466	Rplp0	Pabpc1
Pabpc1	Rps2	10090.ENSMUSP00000001809	10090.ENSMUSP00000092502	0	0	0	0	0.21	0.414	0	0	0.517	Rps2	Pabpc1
Pabpn1	Srrm1	10090.ENSMUSP00000022808	10090.ENSMUSP00000125003	0	0	0	0	0.153	0.325	0.6	0	0.751	Srrm1	Pabpn1
Pabpn1	Srsf1	10090.ENSMUSP00000022808	10090.ENSMUSP00000120595	0	0	0	0	0.197	0.244	0.8	0	0.868	Srsf1	Pabpn1
Pabpn1	Srsf6	10090.ENSMUSP00000022808	10090.ENSMUSP00000119065	0	0	0	0	0.14	0.244	0.8	0	0.858	Srsf6	Pabpn1
Pabpn1	Srrm1	10090.ENSMUSP00000022808	10090.ENSMUSP00000125003	0	0	0	0	0.153	0.325	0.6	0	0.751	Srrm1	Pabpn1
Pabpn1	Srsf6	10090.ENSMUSP00000022808	10090.ENSMUSP00000119065	0	0	0	0	0.14	0.244	0.8	0	0.858	Srsf6	Pabpn1
Pabpn1	Srsf4	10090.ENSMUSP00000022808	10090.ENSMUSP00000061474	0	0	0	0	0.153	0.244	0.8	0	0.86	Srsf4	Pabpn1
Pabpn1	U2af2	10090.ENSMUSP00000022808	10090.ENSMUSP00000005041	0	0	0	0	0.126	0.141	0.8	0	0.836	U2af2	Pabpn1
Pabpn1	Srsf2	10090.ENSMUSP00000022808	10090.ENSMUSP00000090059	0	0	0	0.644	0.124	0.044	0.8	0	0.817	Srsf2	Pabpn1
Pabpn1	Srrm1	10090.ENSMUSP00000022808	10090.ENSMUSP00000125003	0	0	0	0	0.153	0.325	0.6	0	0.751	Srrm1	Pabpn1
Pabpn1	Wdr33	10090.ENSMUSP00000022808	10090.ENSMUSP00000025264	0	0	0	0	0.068	0.044	0.6	0	0.612	Wdr33	Pabpn1
